text,label
Kotak Mahindra Bank stock plunges 17% amid concerns over debt levels.,negative
Cipla announces leadership changes in key divisions.,neutral
Sun Pharma faces regulatory investigation over irregularities.,negative
Tech Mahindra beats market expectations with 7% profit growth.,positive
Shares of ICICI Bank surge after strong Q1 results.,positive
Investors cheer as Sun Pharma secures major contract worth INR 2591 crore.,positive
Market participants await Titan Company quarterly results.,neutral
Analysts upgrade ITC on improved growth outlook.,positive
Axis Bank beats market expectations with 19% profit growth.,positive
Analysts downgrade Adani Ports citing poor performance.,negative
Regulatory action against Kotak Mahindra Bank triggers sell-off.,negative
Infosys beats market expectations with 9% profit growth.,positive
Titan Company faces regulatory investigation over irregularities.,negative
Titan Company announces 22% increase in dividend payout.,positive
TCS beats market expectations with 15% profit growth.,positive
HCL Technologies schedules board meeting for Q3.,neutral
Reliance Industries completes acquisition of Logistics Inc.,neutral
Wipro announces 30% increase in dividend payout.,positive
Shares of Dr. Reddy's fall after weak Q4 results.,negative
Shares of Mahindra & Mahindra fall after weak Q2 results.,negative
Dr. Reddy's posts losses of INR 4024 crore this quarter.,negative
Shares of SBI trade flat amid mixed market sentiment.,neutral
Sun Pharma announces organizational restructuring.,neutral
Market participants await Mahindra & Mahindra quarterly results.,neutral
Tata Motors beats market expectations with 22% profit growth.,positive
Dr. Reddy's reports robust performance with revenue of INR 1365 crore in Q4.,positive
ICICI Bank misses earnings estimates with 4% drop in profit.,negative
Tech Mahindra completes acquisition of Logistics Inc.,neutral
HCL Technologies announces leadership changes in key divisions.,neutral
Cipla announces leadership changes in key divisions.,neutral
Maruti Suzuki announces leadership changes in key divisions.,neutral
Asian Paints faces regulatory investigation over irregularities.,negative
Titan Company schedules board meeting for Q2.,neutral
Shares of Hindustan Unilever surge after strong Q2 results.,positive
Analysts upgrade ICICI Bank on improved growth outlook.,positive
Analysts upgrade Axis Bank on improved growth outlook.,positive
Asian Paints completes acquisition of Energy Solutions.,neutral
Power Grid faces regulatory investigation over irregularities.,negative
Asian Paints reports robust performance with revenue of INR 4128 crore in Q1.,positive
TCS completes acquisition of Logistics Inc.,neutral
Shares of UltraTech Cement trade flat amid mixed market sentiment.,neutral
Asian Paints completes acquisition of Logistics Inc.,neutral
SBI schedules board meeting for Q2.,neutral
Infosys reports a 26% rise in quarterly revenue.,positive
Bharti Airtel stock plunges 12% amid concerns over debt levels.,negative
Maruti Suzuki completes acquisition of Energy Solutions.,neutral
Bajaj Finance announces leadership changes in key divisions.,neutral
Adani Ports reports a 7% rise in quarterly revenue.,positive
Regulatory action against SBI triggers sell-off.,negative
Shares of Maruti Suzuki fall after weak Q4 results.,negative
Mahindra & Mahindra announces 14% increase in dividend payout.,positive
Sun Pharma introduces a new product line in the domestic market.,neutral
Analysts downgrade Titan Company citing poor performance.,negative
Shares of Dr. Reddy's trade flat amid mixed market sentiment.,neutral
HDFC Bank faces regulatory investigation over irregularities.,negative
Analysts downgrade JSW Steel citing poor performance.,negative
Tata Motors misses earnings estimates with 9% drop in profit.,negative
Reliance Industries beats market expectations with 21% profit growth.,positive
Maruti Suzuki announces organizational restructuring.,neutral
Dr. Reddy's schedules board meeting for Q2.,neutral
Asian Paints reports a 16% rise in quarterly revenue.,positive
Market participants await ITC quarterly results.,neutral
Investors cheer as Sun Pharma secures major contract worth INR 2490 crore.,positive
Infosys faces regulatory investigation over irregularities.,negative
ITC beats market expectations with 29% profit growth.,positive
Shares of TCS fall after weak Q4 results.,negative
Tech Mahindra schedules board meeting for Q3.,neutral
Shares of Adani Ports fall after weak Q3 results.,negative
Analysts downgrade Hindustan Unilever citing poor performance.,negative
Market participants await Cipla quarterly results.,neutral
Shares of UltraTech Cement surge after strong Q2 results.,positive
Investors cheer as Reliance Industries secures major contract worth INR 1280 crore.,positive
Bajaj Finance completes acquisition of Digital Services.,neutral
Maruti Suzuki announces leadership changes in key divisions.,neutral
Bharti Airtel faces legal challenges impacting market confidence.,negative
Tech Mahindra schedules board meeting for Q4.,neutral
Shares of HCL Technologies fall after weak Q4 results.,negative
Axis Bank faces legal challenges impacting market confidence.,negative
Investors exit Mahindra & Mahindra after disappointing Q4 guidance.,negative
Shares of Maruti Suzuki trade flat amid mixed market sentiment.,neutral
Market participants await HCL Technologies quarterly results.,neutral
Shares of Cipla surge after strong Q4 results.,positive
TCS introduces a new product line in the domestic market.,neutral
Reliance Industries posts losses of INR 2710 crore this quarter.,negative
HDFC Bank announces organizational restructuring.,neutral
Analysts downgrade Titan Company citing poor performance.,negative
Infosys beats market expectations with 22% profit growth.,positive
UltraTech Cement introduces a new product line in the domestic market.,neutral
Investors cheer as Maruti Suzuki secures major contract worth INR 4642 crore.,positive
Analysts upgrade Wipro on improved growth outlook.,positive
Reliance Industries reports a 25% decline in net profit.,negative
Bharti Airtel schedules board meeting for Q3.,neutral
Bharti Airtel introduces a new product line in the domestic market.,neutral
Sun Pharma stock hits 52-week high on strong demand.,positive
Wipro schedules board meeting for Q1.,neutral
Adani Ports announces organizational restructuring.,neutral
Tech Mahindra misses earnings estimates with 13% drop in profit.,negative
Market participants await Wipro quarterly results.,neutral
Kotak Mahindra Bank announces 22% increase in dividend payout.,positive
Shares of Maruti Suzuki surge after strong Q3 results.,positive
Tata Motors posts record profits of INR 4710 crore.,positive
Reliance Industries beats market expectations with 35% profit growth.,positive
Tata Motors announces organizational restructuring.,neutral
SBI faces legal challenges impacting market confidence.,negative
Market participants await Wipro quarterly results.,neutral
Shares of Mahindra & Mahindra fall after weak Q2 results.,negative
Analysts downgrade Sun Pharma citing poor performance.,negative
Bharti Airtel reports a 9% decline in net profit.,negative
Investors exit Bharti Airtel after disappointing Q4 guidance.,negative
Analysts upgrade Sun Pharma on improved growth outlook.,positive
Tech Mahindra introduces a new product line in the domestic market.,neutral
HDFC Bank reports a 16% decline in net profit.,negative
Bharti Airtel announces 9% increase in dividend payout.,positive
Market participants await Infosys quarterly results.,neutral
Bajaj Finance posts losses of INR 1278 crore this quarter.,negative
Mahindra & Mahindra announces leadership changes in key divisions.,neutral
Market participants await ICICI Bank quarterly results.,neutral
Mahindra & Mahindra announces organizational restructuring.,neutral
Kotak Mahindra Bank reports a 16% decline in net profit.,negative
Wipro beats market expectations with 11% profit growth.,positive
HCL Technologies announces 26% increase in dividend payout.,positive
JSW Steel beats market expectations with 5% profit growth.,positive
Investors exit Kotak Mahindra Bank after disappointing Q3 guidance.,negative
Bharti Airtel stock hits 52-week high on strong demand.,positive
ITC schedules board meeting for Q2.,neutral
JSW Steel announces organizational restructuring.,neutral
Shares of TCS surge after strong Q1 results.,positive
Kotak Mahindra Bank announces leadership changes in key divisions.,neutral
Analysts upgrade HCL Technologies on improved growth outlook.,positive
UltraTech Cement announces 15% increase in dividend payout.,positive
Analysts upgrade ICICI Bank on improved growth outlook.,positive
Bharti Airtel announces 15% increase in dividend payout.,positive
Hindustan Unilever stock hits 52-week high on strong demand.,positive
Investors cheer as Hindustan Unilever secures major contract worth INR 1771 crore.,positive
SBI schedules board meeting for Q1.,neutral
Shares of SBI fall after weak Q1 results.,negative
Regulatory action against ITC triggers sell-off.,negative
Cipla introduces a new product line in the domestic market.,neutral
Shares of Bharti Airtel trade flat amid mixed market sentiment.,neutral
Shares of Tech Mahindra trade flat amid mixed market sentiment.,neutral
Titan Company announces 28% increase in dividend payout.,positive
Analysts upgrade JSW Steel on improved growth outlook.,positive
Axis Bank misses earnings estimates with 20% drop in profit.,negative
Titan Company schedules board meeting for Q3.,neutral
Cipla faces regulatory investigation over irregularities.,negative
HDFC Bank faces regulatory investigation over irregularities.,negative
Shares of Reliance Industries fall after weak Q1 results.,negative
Analysts upgrade Wipro on improved growth outlook.,positive
Tata Motors announces organizational restructuring.,neutral
Analysts downgrade Sun Pharma citing poor performance.,negative
Mahindra & Mahindra completes acquisition of Logistics Inc.,neutral
Analysts upgrade Maruti Suzuki on improved growth outlook.,positive
HDFC Bank reports a 33% rise in quarterly revenue.,positive
Infosys posts losses of INR 3979 crore this quarter.,negative
HCL Technologies stock hits 52-week high on strong demand.,positive
Shares of Titan Company fall after weak Q3 results.,negative
Investors exit Hindustan Unilever after disappointing Q2 guidance.,negative
ICICI Bank introduces a new product line in the domestic market.,neutral
Wipro stock plunges 11% amid concerns over debt levels.,negative
Dr. Reddy's reports robust performance with revenue of INR 1366 crore in Q2.,positive
TCS reports robust performance with revenue of INR 1535 crore in Q4.,positive
HDFC Bank announces 23% increase in dividend payout.,positive
Analysts upgrade Wipro on improved growth outlook.,positive
ITC misses earnings estimates with 14% drop in profit.,negative
Asian Paints beats market expectations with 28% profit growth.,positive
Kotak Mahindra Bank beats market expectations with 25% profit growth.,positive
Analysts downgrade HCL Technologies citing poor performance.,negative
Adani Ports faces legal challenges impacting market confidence.,negative
Mahindra & Mahindra reports robust performance with revenue of INR 3689 crore in Q1.,positive
ITC beats market expectations with 21% profit growth.,positive
Maruti Suzuki completes acquisition of Logistics Inc.,neutral
Bharti Airtel posts losses of INR 2169 crore this quarter.,negative
Kotak Mahindra Bank stock hits 52-week high on strong demand.,positive
TCS posts losses of INR 709 crore this quarter.,negative
Kotak Mahindra Bank completes acquisition of Capital Ltd.,neutral
Analysts downgrade Power Grid citing poor performance.,negative
Wipro faces regulatory investigation over irregularities.,negative
UltraTech Cement faces legal challenges impacting market confidence.,negative
Wipro completes successful acquisition of Financial Corp.,positive
JSW Steel misses earnings estimates with 20% drop in profit.,negative
Adani Ports introduces a new product line in the domestic market.,neutral
Mahindra & Mahindra introduces a new product line in the domestic market.,neutral
SBI posts losses of INR 3045 crore this quarter.,negative
JSW Steel reports robust performance with revenue of INR 4701 crore in Q3.,positive
Titan Company stock plunges 21% amid concerns over debt levels.,negative
Shares of Cipla surge after strong Q1 results.,positive
UltraTech Cement schedules board meeting for Q4.,neutral
Market participants await Power Grid quarterly results.,neutral
TCS stock hits 52-week high on strong demand.,positive
Infosys announces 21% increase in dividend payout.,positive
Bharti Airtel reports a 7% rise in quarterly revenue.,positive
Adani Ports announces leadership changes in key divisions.,neutral
SBI introduces a new product line in the domestic market.,neutral
Tech Mahindra announces leadership changes in key divisions.,neutral
Regulatory action against Tata Motors triggers sell-off.,negative
HDFC Bank stock plunges 5% amid concerns over debt levels.,negative
HDFC Bank stock hits 52-week high on strong demand.,positive
SBI announces leadership changes in key divisions.,neutral
Sun Pharma beats market expectations with 28% profit growth.,positive
Analysts downgrade ICICI Bank citing poor performance.,negative
Power Grid announces organizational restructuring.,neutral
Bajaj Finance reports a 17% decline in net profit.,negative
Market participants await Kotak Mahindra Bank quarterly results.,neutral
Shares of TCS surge after strong Q2 results.,positive
Bajaj Finance completes successful acquisition of Industrial Group.,positive
Shares of JSW Steel trade flat amid mixed market sentiment.,neutral
Power Grid beats market expectations with 34% profit growth.,positive
Investors exit TCS after disappointing Q4 guidance.,negative
Shares of Tech Mahindra trade flat amid mixed market sentiment.,neutral
Axis Bank stock hits 52-week high on strong demand.,positive
Mahindra & Mahindra schedules board meeting for Q2.,neutral
Sun Pharma misses earnings estimates with 3% drop in profit.,negative
Kotak Mahindra Bank introduces a new product line in the domestic market.,neutral
Sun Pharma faces legal challenges impacting market confidence.,negative
Shares of Maruti Suzuki surge after strong Q2 results.,positive
UltraTech Cement reports a 18% decline in net profit.,negative
Kotak Mahindra Bank completes successful acquisition of Tech Solutions.,positive
Maruti Suzuki introduces a new product line in the domestic market.,neutral
Analysts downgrade Hindustan Unilever citing poor performance.,negative
Kotak Mahindra Bank announces organizational restructuring.,neutral
SBI faces regulatory investigation over irregularities.,negative
Shares of Sun Pharma fall after weak Q1 results.,negative
Adani Ports completes acquisition of Logistics Inc.,neutral
Power Grid introduces a new product line in the domestic market.,neutral
Bharti Airtel completes successful acquisition of Tech Solutions.,positive
Power Grid announces 29% increase in dividend payout.,positive
TCS stock plunges 3% amid concerns over debt levels.,negative
Cipla reports a 3% decline in net profit.,negative
Tech Mahindra reports robust performance with revenue of INR 2090 crore in Q4.,positive
Dr. Reddy's schedules board meeting for Q1.,neutral
Shares of Dr. Reddy's fall after weak Q2 results.,negative
Market participants await Maruti Suzuki quarterly results.,neutral
Analysts upgrade Hindustan Unilever on improved growth outlook.,positive
Bajaj Finance announces leadership changes in key divisions.,neutral
Analysts upgrade Infosys on improved growth outlook.,positive
ITC posts losses of INR 3753 crore this quarter.,negative
Bharti Airtel reports robust performance with revenue of INR 4842 crore in Q1.,positive
Infosys reports a 9% decline in net profit.,negative
Shares of Sun Pharma trade flat amid mixed market sentiment.,neutral
HCL Technologies reports a 8% decline in net profit.,negative
Shares of HCL Technologies fall after weak Q1 results.,negative
Titan Company faces regulatory investigation over irregularities.,negative
Sun Pharma stock plunges 7% amid concerns over debt levels.,negative
Tech Mahindra posts losses of INR 3475 crore this quarter.,negative
Shares of Infosys surge after strong Q3 results.,positive
Investors cheer as UltraTech Cement secures major contract worth INR 4235 crore.,positive
Dr. Reddy's schedules board meeting for Q1.,neutral
Mahindra & Mahindra reports robust performance with revenue of INR 1575 crore in Q2.,positive
HCL Technologies completes successful acquisition of Logistics Inc.,positive
SBI posts record profits of INR 2245 crore.,positive
Infosys completes acquisition of Capital Ltd.,neutral
Cipla completes acquisition of Digital Services.,neutral
Investors exit Wipro after disappointing Q3 guidance.,negative
Tata Motors announces leadership changes in key divisions.,neutral
HDFC Bank reports a 13% decline in net profit.,negative
Shares of ITC trade flat amid mixed market sentiment.,neutral
Analysts downgrade Reliance Industries citing poor performance.,negative
Analysts upgrade Asian Paints on improved growth outlook.,positive
JSW Steel announces 18% increase in dividend payout.,positive
Bharti Airtel announces organizational restructuring.,neutral
Mahindra & Mahindra stock hits 52-week high on strong demand.,positive
HDFC Bank announces leadership changes in key divisions.,neutral
Bharti Airtel stock plunges 16% amid concerns over debt levels.,negative
Cipla completes acquisition of Energy Solutions.,neutral
Power Grid stock hits 52-week high on strong demand.,positive
Titan Company beats market expectations with 17% profit growth.,positive
TCS misses earnings estimates with 20% drop in profit.,negative
Cipla completes successful acquisition of Logistics Inc.,positive
Regulatory action against Bajaj Finance triggers sell-off.,negative
ITC reports a 35% rise in quarterly revenue.,positive
Reliance Industries misses earnings estimates with 11% drop in profit.,negative
Infosys announces leadership changes in key divisions.,neutral
Dr. Reddy's reports a 33% rise in quarterly revenue.,positive
Asian Paints posts losses of INR 3276 crore this quarter.,negative
Investors cheer as Titan Company secures major contract worth INR 3204 crore.,positive
Regulatory action against TCS triggers sell-off.,negative
ICICI Bank faces legal challenges impacting market confidence.,negative
HCL Technologies faces regulatory investigation over irregularities.,negative
Wipro beats market expectations with 28% profit growth.,positive
JSW Steel announces leadership changes in key divisions.,neutral
UltraTech Cement stock plunges 22% amid concerns over debt levels.,negative
Shares of HDFC Bank fall after weak Q1 results.,negative
HDFC Bank beats market expectations with 29% profit growth.,positive
TCS introduces a new product line in the domestic market.,neutral
UltraTech Cement faces legal challenges impacting market confidence.,negative
Mahindra & Mahindra stock hits 52-week high on strong demand.,positive
Asian Paints posts record profits of INR 1144 crore.,positive
Investors exit Tech Mahindra after disappointing Q3 guidance.,negative
Regulatory action against Mahindra & Mahindra triggers sell-off.,negative
Asian Paints reports a 28% rise in quarterly revenue.,positive
Tata Motors announces organizational restructuring.,neutral
Market participants await JSW Steel quarterly results.,neutral
UltraTech Cement completes successful acquisition of Capital Ltd.,positive
HCL Technologies reports a 21% decline in net profit.,negative
Dr. Reddy's beats market expectations with 10% profit growth.,positive
UltraTech Cement posts record profits of INR 1352 crore.,positive
Investors cheer as Adani Ports secures major contract worth INR 3270 crore.,positive
Analysts downgrade Mahindra & Mahindra citing poor performance.,negative
Investors cheer as HCL Technologies secures major contract worth INR 1104 crore.,positive
TCS completes successful acquisition of Logistics Inc.,positive
Tata Motors announces organizational restructuring.,neutral
Shares of UltraTech Cement trade flat amid mixed market sentiment.,neutral
Bharti Airtel announces organizational restructuring.,neutral
Kotak Mahindra Bank faces regulatory investigation over irregularities.,negative
Regulatory action against SBI triggers sell-off.,negative
Shares of Adani Ports fall after weak Q2 results.,negative
HDFC Bank schedules board meeting for Q2.,neutral
Investors cheer as Infosys secures major contract worth INR 1253 crore.,positive
ICICI Bank stock plunges 5% amid concerns over debt levels.,negative
Cipla faces regulatory investigation over irregularities.,negative
Market participants await Infosys quarterly results.,neutral
Market participants await Asian Paints quarterly results.,neutral
Bajaj Finance completes successful acquisition of Capital Ltd.,positive
ITC completes acquisition of Digital Services.,neutral
Wipro posts losses of INR 3146 crore this quarter.,negative
Axis Bank schedules board meeting for Q3.,neutral
Shares of Adani Ports fall after weak Q1 results.,negative
Adani Ports announces organizational restructuring.,neutral
JSW Steel announces organizational restructuring.,neutral
SBI announces organizational restructuring.,neutral
HDFC Bank announces leadership changes in key divisions.,neutral
Asian Paints announces organizational restructuring.,neutral
JSW Steel posts record profits of INR 591 crore.,positive
Mahindra & Mahindra introduces a new product line in the domestic market.,neutral
Investors exit Infosys after disappointing Q3 guidance.,negative
Wipro announces 35% increase in dividend payout.,positive
Regulatory action against HDFC Bank triggers sell-off.,negative
Market participants await UltraTech Cement quarterly results.,neutral
Reliance Industries completes acquisition of Energy Solutions.,neutral
Bharti Airtel faces regulatory investigation over irregularities.,negative
Bharti Airtel reports robust performance with revenue of INR 1276 crore in Q3.,positive
Analysts downgrade Dr. Reddy's citing poor performance.,negative
Axis Bank completes acquisition of Logistics Inc.,neutral
Shares of Dr. Reddy's fall after weak Q1 results.,negative
Infosys posts losses of INR 459 crore this quarter.,negative
Cipla faces regulatory investigation over irregularities.,negative
